date,crop_type,state,season,total_quantity_ordered,total_value_inr,price_per_quintal_inr,order_count,processor_demand,modal_price_inr,arrival_quantity_quintals,bid_quantity_quintals,bid_count_x,view_count,bid_count_y,lots_quantity_listed
14-01-2024,sunflower,Gujarat,rabi,399.62,1640910.38,4106.15,1,2446.55,4254.5,2486.42,372.98,2,120.3333333,21.66666667,794.54
15-01-2024,groundnut,Gujarat,rabi,746.32,3845879.84,5153.11,1,2446.55,7803.88,4909.48,683.27,2,207.6666667,50,1204.16
15-01-2024,mustard,Bihar,rabi,709.15,3271348.86,4613.03,1,2446.55,6707.49,4117.22,1460.25,4,122.5,16.25,1129.27
16-01-2024,soybean,Andhra Pradesh,rabi,213.29,939130.5,4403.05,1,441.01,6707.49,4117.22,924.11,3,166,34,678.81
16-01-2024,sunflower,Karnataka,rabi,479.75,2085747.56,4347.58,1,441.01,4157.48,3055.2,924.11,3,101,53.5,789.09
17-01-2024,groundnut,Rajasthan,rabi,705.07,3573396.78,5154.285,2,1990.72,4157.48,3055.2,249.97,1,152.5,21,989.05
17-01-2024,groundnut,Uttar Pradesh,rabi,258.84,1221150.69,4717.82,1,1990.72,4157.48,3055.2,249.97,1,152.5,21,989.05
17-01-2024,sesame,Karnataka,rabi,138.68,812058.23,5855.51,1,1990.72,12850.91,2709.59,637.87,2,62.66666667,35.33333333,688.5
18-01-2024,groundnut,Madhya Pradesh,rabi,891.94,4137308.18,4638.53,1,2537.29,5987.32,6533.72,646.4,3,122,5,460.05
18-01-2024,mustard,Uttar Pradesh,rabi,549.73,2477641.42,4506.97,1,2537.29,5987.32,6533.72,646.4,3,131.75,42.25,589.67
18-01-2024,sesame,Gujarat,rabi,327.29,2256622.96,6894.84,1,2537.29,5987.32,6533.72,646.4,3,81,31,258.05
18-01-2024,sesame,Haryana,rabi,138.26,850835.26,6153.97,1,2537.29,13773.09,628.47,646.4,3,81,31,258.05
19-01-2024,sunflower,Haryana,rabi,225.1,745275.22,3310.87,1,772.6,6747.14,2083.17,788.19,3,117,25.25,780.42
19-01-2024,soybean,Odisha,rabi,142.85,643131.28,4502.05,1,772.6,6747.14,2083.17,1240.92,3,121.3333333,22.33333333,1031.18
19-01-2024,mustard,Odisha,rabi,118.88,636831.53,5356.73,1,406.88,6747.14,2083.17,739.63,3,26.66666667,24.66666667,606.28
19-01-2024,sesame,Uttar Pradesh,rabi,136.86,919368.63,6717.45,1,406.88,6747.14,2083.17,1023.98,4,76.66666667,28.33333333,1696.4
20-01-2024,groundnut,Gujarat,rabi,370.63,1727821.46,4661.86,1,772.6,6366.31,4655.98,641.14,3,81.5,19,607.89
20-01-2024,mustard,Maharashtra,rabi,372.2,1835256.6,4930.8,1,3154.72,7117.41,1069.69,1046.51,3,61,7,539.31
20-01-2024,mustard,Telangana,rabi,106.32,522321.92,4912.72,1,3154.72,7117.41,1069.69,1046.51,3,61,7,539.31
21-01-2024,sesame,Odisha,rabi,40.89,291477,7129.07,1,418.07,7117.41,1069.69,1484.4,5,134,16.66666667,825.34
21-01-2024,sunflower,Gujarat,rabi,473.99,1707498.73,3602.38,1,418.07,2964.68,5553.34,763.76,2,194,9,278.04
22-01-2024,mustard,Odisha,rabi,281.02,1537175.01,5469.96,1,1016.82,2964.68,5553.34,142.71,1,69,21.66666667,863.75
22-01-2024,sesame,Maharashtra,rabi,103.44,581904.96,5625.78,1,1016.82,14292.89,1564.65,791.55,2,158.6666667,19,591.29
23-01-2024,mustard,Andhra Pradesh,rabi,296.9,1551334.36,5225.07,1,1016.82,6780.23,4524.37,413.87,1,105,9.5,606.91
23-01-2024,mustard,Rajasthan,rabi,516.18,2579830.61,4997.9,1,1016.82,7300.88,2376.53,413.87,1,105,9.5,606.91
23-01-2024,mustard,Telangana,rabi,189.62,1038399.91,5476.13,1,1016.82,6947.87,6964.96,413.87,1,105,9.5,606.91
24-01-2024,soybean,Punjab,rabi,653.43,2876600.92,4399.635,2,1016.82,1498.49,2363.92,1018.17,3,124.5,31,611.72
24-01-2024,soybean,Bihar,rabi,76.58,301276.59,3934.18,1,1016.82,6947.87,6964.96,1018.17,3,124.5,31,611.72
24-01-2024,soybean,Odisha,rabi,101,397003.47,3930.92,1,1016.82,6947.87,6964.96,1018.17,3,124.5,31,611.72
25-01-2024,sunflower,Rajasthan,rabi,105.53,362847.59,3438.47,1,1405.3,8003.24,4180.15,582.16,4,132.5,23.5,580.38
25-01-2024,mustard,Gujarat,rabi,553.12,2603740.66,4707.37,1,1016.82,8003.24,4180.15,1303.94,4,158.2,43,1263.9
25-01-2024,soybean,Punjab,rabi,139.37,712739.7,5114.07,1,1311.64,8003.24,4180.15,879.13,3,48,36,567.23
26-01-2024,groundnut,Madhya Pradesh,rabi,102.92,545786.89,5303.02,1,1405.3,7797.12,4301.33,293.84,2,132.5,23.5,580.38
26-01-2024,mustard,Madhya Pradesh,rabi,835.12,4253478.93,5093.27,1,1405.3,7710.88,3272.91,293.84,2,83,43.66666667,566.89
26-01-2024,soybean,Punjab,rabi,309.7,1190606.33,3844.43,1,1234.3,1480.23,1429.79,293.84,2,105.8333333,32.33333333,1627.78
26-01-2024,sunflower,Madhya Pradesh,rabi,113.95,380304.31,3337.34,1,1234.3,2834.14,1489.97,358.03,2,99,29.5,446.92
27-01-2024,groundnut,Gujarat,rabi,885.41,5028032.36,5678.78,1,570.3,2834.14,1489.97,622.14,3,77.4,29.4,1679.63
27-01-2024,mustard,Uttar Pradesh,rabi,235.41,1107549.75,4704.75,1,570.3,7114.66,1392.94,552.68,2,106.6666667,41.66666667,1448.6
27-01-2024,soybean,Andhra Pradesh,rabi,40.83,208477.4,5106.35,1,570.3,7114.66,1392.94,662.67,2,233,48,145.2
28-01-2024,sunflower,Rajasthan,rabi,395.27,1662655.46,4206.4,1,1752.92,2888.04,1025.65,1076.56,3,82,28,124.98
28-01-2024,sesame,Bihar,rabi,120.53,669522.74,5554.84,1,2787.48,7114.66,1392.94,1436.69,5,152,33.2,1719.3
28-01-2024,sunflower,Andhra Pradesh,rabi,353.49,1389948.69,3932.07,1,1752.92,2854.54,4978.03,1076.56,3,82,28,124.98
29-01-2024,mustard,Odisha,rabi,482.3,2621647.88,5435.71,1,1752.92,7589.16,5353.09,246.78,1,109.8571429,39.14285714,2096.27
29-01-2024,mustard,Uttar Pradesh,rabi,680.1,2900643.36,4265.04,1,1752.92,7827.17,3610.01,246.78,1,109.8571429,39.14285714,2096.27
29-01-2024,mustard,Haryana,rabi,953.78,4681788.16,4908.68,1,1752.92,2888.04,1025.65,246.78,1,109.8571429,39.14285714,2096.27
29-01-2024,sesame,Karnataka,rabi,512.91,3701151.14,7216.04,1,1308.23,7827.17,3610.01,246.78,1,92,36,332.33
30-01-2024,sunflower,Uttar Pradesh,rabi,577.11,2459712.15,4262.1,1,1308.23,12769.74,1068.98,2119.64,8,112.3333333,20,578.17
30-01-2024,sesame,Telangana,rabi,140.36,834215.52,5943.45,1,1308.23,12769.74,1068.98,2119.64,8,32,36.5,800.15
31-01-2024,sunflower,Karnataka,rabi,105.35,414540.51,3934.81,1,321.31,12769.74,1068.98,642.74,3,164,44,343.92
31-01-2024,sesame,Odisha,rabi,75.31,462918.65,6147,1,1157.74,12769.74,1068.98,299.17,1,179.5,31.5,591.94
31-01-2024,mustard,Andhra Pradesh,rabi,433.78,1982586.65,4570.5,1,1308.23,12769.74,1068.98,314.82,1,76.5,19,438.94
01-02-2024,sesame,Rajasthan,rabi,329.69,2385689.28,7236.07,1,321.31,12769.74,1068.98,261.69,1,100.6666667,26.66666667,475.14
01-02-2024,sunflower,Karnataka,rabi,355.18,1427793.99,4019.9,1,321.31,2928.79,3149.9,261.69,1,82.33333333,11.33333333,733.47
02-02-2024,sesame,Andhra Pradesh,rabi,205.68,1364404.79,6633.61,1,321.31,12799.12,3510.89,389.61,1,131,19,202.99
02-02-2024,sunflower,Odisha,rabi,545.74,1938195.8,3551.52,1,321.31,12799.12,3510.89,404.47,1,157,33.5,486.81
03-02-2024,groundnut,Maharashtra,rabi,739.52,3415991.99,4619.2,1,3144.47,7703.09,1777.37,141.03,1,13,16,95.44
03-02-2024,mustard,Uttar Pradesh,rabi,687.23,3661998.88,5328.65,1,1075.11,7744.78,4111.42,1138.64,3,93.5,42,785.96
04-02-2024,mustard,Punjab,rabi,548.48,2319239.87,4228.5,1,1075.11,7748.33,3064.11,1138.64,3,109.8571429,33,1581.21
04-02-2024,sesame,Andhra Pradesh,rabi,161.46,1106114.76,6850.7,1,1075.11,7748.33,3064.11,1138.64,3,109.3333333,16.66666667,702.89
05-02-2024,mustard,Uttar Pradesh,rabi,510.35,2689589.44,5270.1,1,1979.11,7748.33,3064.11,564.66,2,105,48.25,1664.2
05-02-2024,sesame,Maharashtra,rabi,172.16,984772.64,5719.97,1,1979.11,7748.33,3064.11,564.66,2,77.5,19.75,805.71
06-02-2024,groundnut,Andhra Pradesh,rabi,521.46,2379117.22,4562.41,1,1979.11,8390.74,3487.67,92.51,1,39,39,369.54
06-02-2024,groundnut,Haryana,rabi,908.26,4973410.09,5475.76,1,1979.11,8365.63,1886.46,92.51,1,39,39,369.54
07-02-2024,mustard,Odisha,rabi,295.79,1242277.68,4199.93,1,2136.13,7340.08,6439.67,461.86,1,142,31,382.04
07-02-2024,soybean,Bihar,rabi,83.94,428287.58,5102.36,1,2136.13,7340.08,6439.67,811.8,3,97,25.25,1272.02
07-02-2024,groundnut,Andhra Pradesh,rabi,207.42,1023129.92,4932.72,1,1979.11,8409.48,4841.05,648.1,2,88.5,14,257.45
07-02-2024,groundnut,Gujarat,rabi,911.99,4160747.69,4562.28,1,1979.11,8828.4,6884.97,648.1,2,88.5,14,257.45
08-02-2024,mustard,Odisha,rabi,139.65,598505.69,4285.91,1,2136.13,7340.08,6439.67,817.02,2,111.8,21,1266.61
08-02-2024,sesame,Odisha,rabi,233.58,1539181.07,6589.54,1,2136.13,7340.08,6439.67,1325.09,5,90.5,9.75,887.89
08-02-2024,sunflower,Rajasthan,rabi,130.25,502292.24,3856.46,1,1171.13,7340.08,6439.67,869.93,3,93,35,622.4
09-02-2024,groundnut,Bihar,rabi,403.04,2225500.81,5521.74,1,1171.13,7340.08,6439.67,94.85,1,181,14,65.17
09-02-2024,mustard,Odisha,rabi,328.77,1446746.81,4400.51,1,1171.13,6624.37,3475.01,2151.3,7,113,25,916.25
09-02-2024,sesame,Uttar Pradesh,rabi,339.69,1943742.21,5722.19,1,1997.42,14508.22,3579.65,781.08,3,113,25,916.25
10-02-2024,sesame,Maharashtra,rabi,123.8,922183.14,7448.95,1,715.46,14802.35,2755.1,835.55,2,132.1666667,22.66666667,2174.24
10-02-2024,mustard,Andhra Pradesh,rabi,799.66,4276378.38,5347.72,1,1997.42,14508.22,3579.65,241.11,1,131.5,26.5,1321.21
11-02-2024,soybean,Rajasthan,rabi,144.75,569982.28,3937.73,1,715.46,1244.06,2299.49,212.67,1,82.75,16,1185.84
11-02-2024,soybean,Uttar Pradesh,rabi,316.34,1462766.81,4624.05,1,715.46,1259.67,1190.86,212.67,1,82.75,16,1185.84
11-02-2024,sunflower,Andhra Pradesh,rabi,565.46,1898104.49,3356.77,1,589.32,1259.67,1190.86,1721.2,5,103.5,21,789.59
11-02-2024,sunflower,Bihar,rabi,228.9,923328.65,4033.8,1,589.32,1259.67,1190.86,1721.2,5,103.5,21,789.59
12-02-2024,groundnut,Haryana,rabi,603.92,3392085.51,5616.82,1,589.32,1259.67,1190.86,1721.2,5,18,39,388.83
12-02-2024,soybean,Bihar,rabi,21.16,94333.27,4457.69,1,321.62,1227.43,2989.86,922.38,2,91.5,34,544.66
13-02-2024,soybean,Karnataka,rabi,230.94,1095658.95,4744.4,1,671.55,1234.39,1251.36,580.62,2,70,58,84.54
13-02-2024,mustard,Madhya Pradesh,rabi,1112.78,5140838.52,4619.81,1,2896.29,1227.43,2989.86,462.16,2,102,62,222.97
14-02-2024,sunflower,Haryana,rabi,722.14,2516600.54,3484.9,1,671.55,2594.42,1938.59,148.62,1,207.6666667,8.666666667,890.61
14-02-2024,soybean,Uttar Pradesh,rabi,340.27,1750724.54,5145.17,1,671.55,1252.79,548.01,1436.78,5,152.3333333,34,1292.83
15-02-2024,mustard,Karnataka,rabi,794.93,3327808.75,4186.27,1,671.55,2594.42,1938.59,854.42,3,147.2,25.4,818.55
15-02-2024,sunflower,Haryana,rabi,213.17,699079.83,3279.48,1,671.55,2594.42,1938.59,854.42,3,183.6666667,31.66666667,960.45
16-02-2024,mustard,Telangana,rabi,169.99,765664.38,4504.07,1,671.55,6250.68,1408.82,854.42,3,183.6666667,31.66666667,960.45
16-02-2024,sesame,Haryana,rabi,367.56,2405673.74,6545.04,1,143.38,6250.68,1408.82,1336.87,4,183.6666667,31.66666667,960.45
16-02-2024,sesame,Uttar Pradesh,rabi,395.05,2887749.16,7309.75,1,143.38,6250.68,1408.82,1336.87,4,183.6666667,31.66666667,960.45
16-02-2024,sunflower,Punjab,rabi,380.27,1481564.83,3896.12,1,2879.17,2622.99,1297.77,209.81,1,231,7,271.63
17-02-2024,mustard,Uttar Pradesh,rabi,469.28,2333744.04,4972.99,1,1353.86,6551.45,6819.62,287.56,1,145,30,484.12
17-02-2024,sesame,Gujarat,rabi,170.58,1157619.99,6786.35,1,1353.86,14208.59,4256.34,479.06,3,53.66666667,14,858.52
17-02-2024,mustard,Odisha,rabi,284.25,1398649.81,4920.46,1,1353.86,6551.45,6819.62,287.56,1,145,30,484.12
18-02-2024,groundnut,Uttar Pradesh,rabi,1011.15,6024918.54,5958.49,1,2385.56,8954.06,2866.35,488.19,1,122.25,29.25,1110.47
18-02-2024,sunflower,Madhya Pradesh,rabi,100.69,357326.89,3548.93,1,1579.27,2351.11,3690.81,264.49,3,103,26.5,1163.36
19-02-2024,soybean,Odisha,rabi,219.17,886460.35,4044.53,1,1579.27,1316.46,371.5,264.49,3,111,25.66666667,830.07
19-02-2024,soybean,Uttar Pradesh,rabi,58.16,296309.91,5094.72,1,1579.27,1316.46,371.5,264.49,3,111,25.66666667,830.07
20-02-2024,mustard,Bihar,rabi,500.79,2344846.08,4682.27,1,1579.27,6467.64,3124.88,471.39,2,130.25,19,1100.04
20-02-2024,mustard,Telangana,rabi,512.06,2495933.57,4874.29,1,1579.27,6467.64,3124.88,471.39,2,130.25,19,1100.04
21-02-2024,sunflower,Telangana,rabi,501.88,2100698.11,4185.69,1,510.17,2708.08,2227.58,304.11,2,88.5,13.5,501.76
21-02-2024,sunflower,Maharashtra,rabi,785.47,2888947.11,3678.01,1,510.17,2708.08,2227.58,304.11,2,88.5,13.5,501.76
21-02-2024,sesame,Madhya Pradesh,rabi,304.64,2145097.13,7041.32,1,1972.16,6467.64,3124.88,923.12,3,89.75,28.5,1328.5
21-02-2024,soybean,Gujarat,rabi,444.85,1791870.98,4028.06,1,510.17,6467.64,3124.88,985.66,4,134.4,33.2,1436.84
22-02-2024,mustard,Punjab,rabi,333.23,1490771.49,4473.71,1,3500.97,6892.38,1353.33,96.69,1,117.8333333,38,2110.4
22-02-2024,soybean,Punjab,rabi,289.82,1426627.24,4922.42,1,875.5,6892.38,1353.33,385.08,1,95.6,24.8,1057.51
23-02-2024,groundnut,Karnataka,rabi,747.73,3952854.09,5286.47,1,875.5,6892.38,1353.33,89.03,1,126.8,38.2,1447.35
23-02-2024,soybean,Uttar Pradesh,rabi,259.96,1260044.15,4847.06,1,840.99,6892.38,1353.33,2396.43,6,166,33.66666667,993.39
24-02-2024,mustard,Andhra Pradesh,rabi,874.29,4330239.13,4952.89,1,2643.61,6892.38,1353.33,936.24,4,107.5,29.5,692.36
24-02-2024,sunflower,Punjab,rabi,226.64,785018.06,3463.75,1,2643.61,2850.36,5296.8,325.04,3,76.33333333,28.33333333,732.66
25-02-2024,groundnut,Gujarat,rabi,528.4,2845042.61,5384.28,1,3518.49,11036.58,3684.09,445.19,2,27,16,626.27
25-02-2024,sunflower,Maharashtra,rabi,231.06,752168.55,3255.29,1,242.28,2623.17,5791.16,418.75,1,67.75,21,910.2
